author_id,created_at,geo,id,text,withheld,Sentiment,Label,City,Country,Region
337152442.0,2021-12-01 22:47:56+00:00,,1.4661772716606996e+18,"متحدث ""الصحة"": تطوير لقاحات ""كورونا"" أمر إيجابي.. والمملكة تستوردها وفق أعلى المعايير   https://t.co/lUnTp6HaYu https://t.co/iGMTyozSyR",,positive,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic
7.380861998862541e+17,2021-12-01 22:46:22+00:00,,1.4661768795645706e+18,"#متحدث_الصحة: تطوير لقاحات #كورونا أمر إيجابي.. و #المملكة تستوردها وفق أعلى المعايير.
#صحيفة_نزاهة https://t.co/8nWkEK6Tqh",,neutral,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic
264277605.0,2021-12-01 22:41:43+00:00,,1.4661757079655424e+18,"اليونان تفرض لقاح COVID-19 لجميع الأشخاص الذين تزيد أعمارهم عن 60 عامًا
 أعلنت الحكومة اليونانية يوم الثلاثاء وهي الاكثر تطرفًا في لقاحات COVID ، أنه يجب على جميع الأشخاص الذين تزيد أعمارهم عن 60 عامًا الحصول على اللقاح في أقل من شهرين أو مواجهة غرامات. https://t.co/0srW8xbF3B",,neutral,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic
1.4276397946796646e+18,2021-12-01 23:56:08+00:00,,1.4661944365227581e+18,@mawla_dr بيجيني متل قبل الكورونا، مع العلم ان بعرف ناس توفو من كوفيد كانو اخدو جرعتين لقاح سابقا ، ف صراحة كل انسان متروك ل قدرة جسمو على مواجهة المرض ، و اللقاح احيان متل قلتو، مع ملاحظة انو كلما ازدادت المتحورات ، كلما خفت قوة الفيروس 🤷🏻‍♀️,,negative,SAL,Salt,Jordan,Levant
1.4276397946796646e+18,2021-12-01 23:52:38+00:00,,1.4661935561131704e+18,@mawla_dr بقيت فاقدة للذوق مدة شهر و نص ل شهرين ، خلال الفترة الماضية ، تعاملت مع اشخاص اصيبو ب كوفيد ، ما عندهم امراض ولا ربو ، منهم مات و منهم طبيبتي الخاصة بقيت مريضة لمدة سنة كاملة بعد الكوفيد ، حتا اللي ملقحين عم ينصابو ب المرض، انا ما اخدت لقاح ابدا ، و حالتي ثابتة ، زكام شديد,,negative,SAL,Salt,Jordan,Levant
1.4287151472086753e+18,2021-12-01 23:55:02+00:00,,1.4661941582432297e+18,"@HafedAlmamre اخذو لقاح كوفد F16  اللي بعده 
✈️✈️✈️✈️✈️✈️✈️✈️✈️🚀",,neutral,JED,Jeddha,Saudi Arabia,Gulf
1.4276397946796646e+18,2021-12-01 23:49:43+00:00,,1.4661928212290806e+18,@mawla_dr اسمحلي دكتور احكيلك ع شغلة ، انا عايشة ب لندن من فترة طويلة ، عندي ربو شديد جدا ، اصابنا الكوفيد ب شهر مارش من سنة ٢٠٢٠ انا و زوجي و اولادي ، وقتها ما كان في لقاح ولا فحوصات ، ما اخدنا دوا ابدا ، ضلينا على الصادات الحيوية الطبيعية و الراحة و السوائل ، تحسنا الحمدلله،  بس انا ضليت,,negative,KHA,Khartoum,Sudan,Nile Basin
1.4465000839362068e+18,2021-12-01 23:42:42+00:00,,1.4661910527805768e+18,"@AlarabyTV 👨‍💻«شغال لقاح كورونا بدون حظور » 👨‍💻

🔙 «لقاح كورونا  الجرعتين سوا»💉✅

🔙« لقاح كورونا الجرعه الأولى » 💉✅

🔙« لقاح كورونا الجرعه الثانيه » 💉✅

🔙« لقاح كورونا الجرعه الثالثه » 💉✅

🔙للتواصل واتساب(0571682994)📱",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.4465000839362068e+18,2021-12-01 23:42:35+00:00,,1.4661910245277123e+18,"@SaudiNews50 👨‍💻«شغال لقاح كورونا بدون حظور » 👨‍💻

🔙 «لقاح كورونا  الجرعتين سوا»💉✅

🔙« لقاح كورونا الجرعه الأولى » 💉✅

🔙« لقاح كورونا الجرعه الثانيه » 💉✅

🔙« لقاح كورونا الجرعه الثالثه » 💉✅

🔙للتواصل واتساب(0571682994)📱",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
2804484331.0,2021-12-01 23:40:21+00:00,,1.4661904640428728e+18,@SaudiNews50 جرعة معززه يتم تجهيزها لماكرون او للقضاء او جلب الامراض للبشر وماذا بعد المعززه يامودرينا وفايزر صارت البشر مجرد ادوات تعيش علئ اللقاحات الئ اين ذاهبون ورابعه وعاشره عارفين مخططاتكم من اول لقاح وقلناها اولئ وثانيه وثالثه ورابعه وهكذا وكبار السن والاطفال وحتئ اللي في بطن امه,,negative,SAN,Sana’a,Yemen,Gulf of Aden
1.3074942571130798e+18,2021-12-01 23:31:49+00:00,,1.4661883136190505e+18,@AJArabic 😅 كم بختنا لقاحات ، خاصة مودرنا لقاح قوي جربته ،,,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.1191132768040428e+18,2021-12-01 23:23:22+00:00,,1.466186187652186e+18,"@mai555222 اخدت سينوفارم ومحصلش غير ان جسمي تقل عليا يوم واحد بس
اعتقد هو بيختلف من لقاح للتاني",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 23:05:12+00:00,,1.4661816166325821e+18,"@sabqorg @PmeMediacen *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 23:04:49+00:00,,1.4661815222019768e+18,"@AlRiyadh *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 23:03:15+00:00,,1.4661811273501983e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 23:02:22+00:00,,1.4661809055889572e+18,"@OKAZ_online *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 23:02:02+00:00,,1.4661808215644652e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:02:00+00:00,,1.4661808104117617e+18,"#EVELIV
#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:01:47+00:00,,1.4661807581214638e+18,"#كم_مره_انخطبتي
#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,negative,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:01:35+00:00,,1.4661807085993083e+18,"السلام عليكم:
#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:01:12+00:00,,1.4661806110230323e+18,"#ريال_مدريد_اتلتيك
#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:00:46+00:00,,1.4661804993622262e+18,"#سجل_في_منصه_خطابه_السعوديه
#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 23:00:25+00:00,,1.466180413366362e+18,"#متهجم_حفرالباطن
💎لقاح كورونا
تم خالص تنزيل محصن 
💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 
💎جرعه ثالثه بدون حضور
🔴💎انجاز 24 ساعه خالص",,negative,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 23:00:05+00:00,,1.4661803296942367e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:58:37+00:00,,1.4661799601089004e+18,"@sabqorg *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.464630639601275e+18,2021-12-01 22:58:35+00:00,,1.4661799510785638e+18,"#قلبك_لمن_تعطيه
💎لقاح كورونا
تم خالص تنزيل محصن

💎جرعه اولى بدون حضور
💎جرعه ثانيه بدون حضور 👍
💎جرعه ثالثه بدون حضور👍 
💎انجاز 24 ساعه خالص",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:58:27+00:00,,1.4661799196674703e+18,"@SPAregions *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:57:35+00:00,,1.4661797018111713e+18,"@ActionMa3Waleed *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:53:25+00:00,,1.4661786516874732e+18,"@sabqorg *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:53:20+00:00,,1.4661786309213757e+18,"@ALHILAL_60 @TW_ALHILAL @banderalrezohan *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:53:18+00:00,,1.4661786204063048e+18,"@ALHILAL_60 @TW_ALHILAL *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.445479956193022e+18,2021-12-01 22:47:44+00:00,,1.4661772210816778e+18,"@sabqorg *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:46:41+00:00,,1.4661769552215245e+18,"#فورمولا1_في_السعوديه
*⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:44:34+00:00,,1.466176424440701e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:42:39+00:00,,1.4661759410513551e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:41:58+00:00,,1.4661757690261217e+18,"@samsahli__12 *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:41:50+00:00,,1.4661757345700004e+18,"#كم_مره_انخطبتي
*⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:41:46+00:00,,1.4661757219576996e+18,"@almowatennet *⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
1.447875664921645e+18,2021-12-01 22:41:42+00:00,,1.4661757047484662e+18,"#مونديال_العرب
*⚠️بدون حضور⚠️*
*جديدنا الان*
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 
*لقاح كرونا الجرعه الآولى 

*لقاح كرونا الجرعه الثانيه 
*لقاح كرونا الجرعه الثانيه 
*الطلبات*
*صوره البطاقه
*ورقم جوال ابشر
*مده الآنجاز 24 ساعه*",,neutral,SAN,Sana’a,Yemen,Gulf of Aden
